Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
RayStorm;PS;1997;Shooter;Sony Computer Entertainment;40000;30000;0;0;70000;7.9;7;7.8;4;Taito Corporation
Dynasty Warriors 8: Empires;XOne;2014;Action;Tecmo Koei;40000;20000;0;10000;70000;5.8;10;6.8;15;Koei Tecmo Games
Catwoman;GC;2004;Action;Electronic Arts;50000;10000;0;0;70000;4.7;24;6.1;7;Argonaut Games
Colosseum: Road to Freedom;PS2;2005;Role-Playing;Tecmo Koei;30000;30000;0;10000;70000;5.6;35;8.3;17;Goshow
Football Manager 2010;PC;2009;Sports;Sega;0;60000;0;10000;70000;8.7;33;9.0;262;Sports Interactive
Target: Terror;Wii;2008;Shooter;Konami Digital Entertainment;60000;0;0;10000;70000;3.3;19;2.7;16;Leviathan Games
Mugen Souls Z;PS3;2013;Role-Playing;Nippon Ichi Software;20000;10000;40000;10000;70000;5.7;26;6.4;56;Compile Heart
BeatMania;PS2;2006;Simulation;Konami Digital Entertainment;30000;30000;0;10000;70000;6.7;30;8.9;11;Konami
Silpheed: The Lost Planet;PS2;2000;Shooter;Swing! Entertainment;30000;30000;0;10000;70000;7.2;12;7.5;4;Treasure
Real Time Conflict: Shogun Empires;DS;2005;Strategy;Namco Bandai Games;60000;0;0;0;70000;3.5;6;5.6;11;Box Clever Interactive
Spartan: Total Warrior;GC;2005;Action;Sega;50000;10000;0;0;70000;7.3;24;8.3;15;Creative Assembly
Pitfall: The Lost Expedition;XB;2004;Platform;Activision;50000;10000;0;0;70000;7.3;35;7.8;4;Edge of Reality
River City Ransom EX;GBA;2004;Action;Atlus;50000;20000;0;0;70000;7.5;21;8.4;7;Million
Bionicle Heroes;X360;2006;Shooter;Eidos Interactive;50000;10000;0;10000;70000;5.9;26;5.9;22;Traveller's Tales
Fable: The Lost Chapters;PC;2005;Role-Playing;Microsoft Game Studios;10000;50000;0;10000;70000;8.3;54;8.7;489;Lionhead Studios
Crazy Taxi 2;DC;2001;Racing;Sega;0;0;70000;0;70000;8.2;18;8.1;29;Hitmaker
The Sims 2: Seasons;PC;2007;Simulation;Electronic Arts;10000;40000;0;10000;70000;7.8;20;7.3;29;Maxis
The Testament of Sherlock Holmes;PC;2012;Adventure;Focus Home Interactive;0;60000;0;10000;70000;7.3;18;8.0;128;Frogwares
Robot Alchemic Drive;PS2;2002;Action;Enix Corporation;30000;30000;0;10000;70000;7.9;21;8.2;13;Sandlot
Tomb Raider: Legend;DS;2006;Action;Eidos Interactive;40000;20000;0;10000;70000;5.8;15;8.0;7;Human Soft
Warhammer: Battle For Atluma;PSP;2006;Action;Namco Bandai Games;60000;0;0;10000;70000;5.5;8;7.4;8;Sabertooth Games
Eagle Flight;PS4;2016;Adventure;Ubisoft;10000;50000;0;10000;70000;7.2;31;7.8;22;Ubisoft, FunHouse
Operation: Vietnam;DS;2007;Shooter;Majesco Entertainment;60000;0;0;0;70000;6.5;16;6.3;4;Coyote Console
Fighter Maker 2;PS2;2002;Fighting;Enterbrain;30000;30000;0;10000;70000;5.8;11;7.8;5;Enterbrain
Lifeline;PS2;2003;Adventure;Sony Computer Entertainment;30000;30000;0;10000;70000;6.1;31;7.7;9;SCEJ
Dragon Valor;PS;1999;Role-Playing;Sony Computer Entertainment;40000;30000;0;0;70000;5.7;9;8.3;10;Namco
NHL 2005;GC;2004;Sports;Electronic Arts;50000;10000;0;0;70000;7.5;18;5.6;5;EA Sports
Microsoft Flight Simulator 2004: A Century of Flight;PC;2003;Simulation;Microsoft Game Studios;0;60000;0;10000;70000;8.8;22;8.2;49;Microsoft Game Studios
Anubis II;Wii;2007;Platform;Metro 3D;60000;0;0;0;70000;1.9;5;2.7;28;Data Design Interactive
Inversion;PS3;2012;Shooter;Namco Bandai Games;30000;30000;0;10000;70000;5.6;23;5.4;43;Saber Interactive
Ultimate Marvel vs. Capcom 3;X360;2011;Fighting;Capcom;0;30000;40000;0;70000;7.9;44;6.2;85;Capcom
Assassin's Creed Chronicles;PSV;2016;Action;Ubisoft;10000;40000;10000;10000;70000;7.0;6;8.0;24;Climax Studios
Dragoneer's Aria;PSP;2007;Role-Playing;Tecmo Koei;20000;0;50000;0;70000;5.6;30;6.0;7;Hit Maker
N+;DS;2007;Platform;Atari;60000;0;0;0;70000;8.2;20;7.4;20;Metanet Software Inc., SilverBirch Studios
Obscure;PS2;2004;Adventure;Microids;30000;30000;0;10000;70000;6.5;27;8.9;39;Hydravision
Sega Soccer Slam;GC;2002;Sports;Sega;50000;10000;0;0;70000;8.4;22;7.7;7;Black Box
Deep Labyrinth;DS;2006;Action;505 Games;60000;0;0;0;70000;5.7;18;8.8;4;Interactive Brains
Spawn: Armageddon;GC;2003;Action;Electronic Arts;50000;10000;0;0;70000;6.1;19;7.2;9;Point of View
God Hand;PS2;2006;Action;Capcom;0;0;70000;0;70000;7.3;48;7.7;165;Clover Studio
Legends of Wrestling II;GBA;2002;Fighting;Acclaim Entertainment;50000;20000;0;0;70000;2.4;11;3.7;10;Powerhead Games
Jurassic Park: Operation Genesis;XB;2003;Simulation;Konami Digital Entertainment;50000;10000;0;0;70000;6.9;21;8.8;19;Blue Tongue Entertainment
RedCard 20-03;PS2;2002;Sports;Midway Games;30000;30000;0;10000;70000;7.3;19;9.0;6;Midway
Future Tactics: The Uprising;PS2;2004;Strategy;Crave Entertainment;30000;30000;0;10000;70000;6.1;25;6.0;6;Zed Two Limited
Driver: Parallel Lines;XB;2006;Racing;Atari;50000;10000;0;0;70000;6.9;31;4.6;17;Reflections Interactive
Top Gun;PS3;2011;Simulation;505 Games;60000;0;0;10000;70000;4.9;25;4.4;5;Doublesix
Batman: Rise of Sin Tzu;GBA;2003;Action;Ubisoft;50000;20000;0;0;70000;6.3;12;6.8;4;Ubisoft
Dragon Ball Z: Battle of Z;X360;2014;Fighting;Namco Bandai Games;10000;50000;0;0;70000;5.3;17;5.1;44;Artdink
World Racing;XB;2003;Racing;TDK Mediactive;50000;10000;0;0;70000;5.6;14;8.1;8;Synetic
Resident Evil 5;PC;2009;Action;Capcom;10000;40000;0;10000;70000;8.6;30;7.1;597;Capcom
X-Men: The Official Game;GBA;2006;Action;Activision;50000;20000;0;0;70000;5.5;9;9.3;6;WayForward
The King of Fighters 02/03;PS2;2005;Fighting;SNK;30000;30000;0;10000;70000;7.3;28;8.8;14;SNK Playmore
Armored Core: Nine Breaker;PS2;2004;Simulation;505 Games;30000;30000;0;10000;70000;5.7;25;8.2;5;From Software
Terraria;PS4;2014;Action;505 Games;0;50000;10000;10000;70000;8.3;4;7.9;47;Engine Software
Worms 3D;GC;2003;Strategy;Sega;50000;10000;0;0;70000;6.9;23;7.6;19;Team 17
TRON: Evolution;PC;2010;Action;Disney Interactive Studios;60000;0;0;0;70000;5.7;11;6.0;25;Propaganda Games
The Guided Fate Paradox;PS3;2013;Role-Playing;Nippon Ichi Software;0;0;60000;0;70000;7.4;27;7.8;66;Nippon Ichi Software
Mayhem 3D;X360;2011;Racing;Evolved Games;60000;0;0;0;70000;4.7;4;8.6;9;Zoo Games
WipEout HD Fury;PS3;2009;Racing;Sony Computer Entertainment;0;50000;0;10000;70000;8.9;15;8.4;115;Studio Liverpool
Fallout: Brotherhood of Steel;PS2;2004;Role-Playing;Avalon Interactive;30000;30000;0;10000;70000;6.4;31;4.1;51;Interplay
Flower, Sun, and Rain;DS;2008;Adventure;Rising Star Games;60000;0;0;0;70000;5.4;37;7.1;15;h.a.n.d. Inc.
Gunstar Super Heroes;GBA;2005;Shooter;Sega;50000;20000;0;0;70000;8.3;31;8.5;13;Treasure
Cities XL 2012;PC;2011;Strategy;Focus Home Interactive;10000;50000;0;10000;70000;6.1;18;5.6;95;Monte Cristo Multimedia
Worms Forts: Under Siege;XB;2004;Strategy;Sega;50000;10000;0;0;70000;6.7;15;8.0;6;Team 17
Full Spectrum Warrior: Ten Hammers;PS2;2006;Strategy;THQ;30000;20000;0;10000;70000;7.1;26;8.0;5;Pandemic Studios
Natural Doctrine;PSV;2014;Role-Playing;Nippon Ichi Software;20000;10000;30000;10000;70000;6.0;7;7.5;29;Kadokawa
Prince of Persia: The Fallen King;DS;2008;Action;Ubisoft;60000;0;0;0;70000;6.4;24;6.0;9;Ubisoft
NHL Hitz Pro;XB;2003;Sports;Midway Games;50000;10000;0;0;70000;8.1;23;8.8;12;Next Level Games
Broken Sword 5: The Serpent's Curse;PS4;2015;Adventure;Revolution Software;0;60000;0;10000;70000;7.2;14;7.2;23;Revolution Software
Alan Wake;PC;2012;Action;Nordic Games;0;60000;0;10000;60000;8.3;30;8.0;1473;Remedy Entertainment
Risen 3: Titan Lords;X360;2014;Role-Playing;Deep Silver;20000;40000;0;0;60000;4.4;8;4.4;69;Piranha Bytes
Steambot Chronicles: Battle Tournament;PSP;2008;Fighting;Irem Software Engineering;50000;0;10000;10000;60000;5.4;14;6.3;8;Irem
Wings of War;XB;2004;Simulation;Take-Two Interactive;50000;10000;0;0;60000;6.2;29;5.0;5;Silver Wish Games
187: Ride or Die;XB;2005;Racing;Ubisoft;50000;10000;0;0;60000;5.1;40;6.9;8;Ubisoft Paris
RPG Maker 3;PS2;2004;Role-Playing;Enterbrain;30000;20000;0;10000;60000;6.9;16;7.9;14;Runtime
Kabuki Warriors;XB;2001;Action;Genki;50000;10000;0;0;60000;3.2;15;2.5;12;Light Weight
World Poker Tour;XB;2005;Misc;Take-Two Interactive;50000;10000;0;0;60000;6.3;17;7.8;4;2K Sports
Age of Empires III: The Asian Dynasties;PC;2007;Strategy;Microsoft Game Studios;0;50000;0;10000;60000;8.1;19;8.5;71;Big Huge Games
IL-2 Sturmovik: Birds of Prey;DS;2009;Simulation;505 Games;60000;0;0;0;60000;4.1;4;2.4;5;DiP Interactive
NanoBreaker;PS2;2005;Action;Konami Digital Entertainment;30000;20000;0;10000;60000;5.1;38;6.7;11;KCET
Bionicle;XB;2003;Action;Electronic Arts;50000;10000;0;0;60000;4.9;5;1.5;4;Argonaut Games
GRID 2;PC;2013;Racing;Codemasters;0;60000;0;10000;60000;8.0;17;5.7;571;Codemasters
Criminal Girls: Invite Only;PSV;2013;Role-Playing;Nippon Ichi Software;10000;10000;40000;10000;60000;5.5;31;6.7;37;Image Epoch, Imageepoch
Miami Vice: The Game;PSP;2006;Shooter;Activision;60000;0;0;0;60000;6.3;36;7.0;12;Rebellion
Samurai Warriors Chronicles 3;PSV;2014;Action;Tecmo Koei;0;0;60000;0;60000;7.0;9;7.9;14;Omega Force
BMX XXX;GC;2002;Sports;Acclaim Entertainment;50000;10000;0;0;60000;6.0;15;5.0;7;Z-Axis, Ltd.
One Piece: Unlimited World Red;WiiU;2014;Action;Namco Bandai Games;0;40000;20000;0;60000;6.6;11;7.8;43;Ganbarion
Aggressive Inline;XB;2002;Sports;Acclaim Entertainment;50000;10000;0;0;60000;8.5;20;7.7;7;Z-Axis, Ltd.
Insecticide;DS;2008;Action;Gamecock;60000;0;0;0;60000;5.5;23;7.0;5;Creat Studios
XGRA: Extreme G Racing Association;PS2;2003;Racing;Acclaim Entertainment;30000;20000;0;10000;60000;6.8;23;8.6;8;Acclaim Studios Cheltenham
Mario vs. Donkey Kong: Tipping Stars;3DS;2015;Puzzle;Nintendo;0;0;60000;0;60000;7.0;15;7.5;48;Nintendo, Nintendo Software Technology
Tournament of Legends;Wii;2010;Fighting;Sega;40000;20000;0;10000;60000;4.5;38;6.9;11;High Voltage Software
Escape from Bug Island;Wii;2006;Action;Eidos Interactive;40000;10000;10000;0;60000;3.7;13;5.0;25;Spike
Gradius Collection;PSP;2006;Shooter;Konami Digital Entertainment;40000;0;20000;0;60000;7.6;44;8.5;4;M2
Fist of the North Star: Ken's Rage 2;X360;2012;Fighting;Tecmo Koei;30000;10000;20000;0;60000;5.5;18;7.1;20;Koei
Gallop Racer 2004;PS2;2004;Sports;Zoo Digital Publishing;30000;20000;0;10000;60000;7.0;15;8.7;12;Tecmo
Mobile Suit Gundam Seed: Never Ending Tomorrow;PS2;2004;Shooter;Namco Bandai Games;30000;20000;0;10000;60000;4.5;16;7.8;10;Bec
F1 2001;XB;2001;Racing;Electronic Arts;50000;10000;0;0;60000;8.3;11;5.5;8;EA Sports
Crimson Gem Saga;PSP;2008;Role-Playing;Sega;60000;0;0;0;60000;7.8;20;7.5;30;IronNos Co.,Ltd.
Monster Tale;DS;2011;Platform;Majesco Entertainment;60000;0;0;0;60000;7.9;15;8.0;15;DreamRift
Legend of the Dragon;Wii;2007;Fighting;Game Factory;60000;0;0;0;60000;3.7;14;4.8;5;Neko Entertainment
Cel Damage;GC;2002;Racing;Electronic Arts;50000;10000;0;0;60000;6.7;12;6.8;11;Pseudo Interactive
Mirror's Edge Catalyst;PC;2016;Platform;Electronic Arts;10000;50000;0;0;60000;7.4;24;4.4;606;EA DICE
Arc the Lad: End of Darkness;PS2;2004;Role-Playing;Sony Computer Entertainment;30000;20000;0;10000;60000;5.9;24;4.2;10;Cattle Call
Tom Clancy's Splinter Cell: Pandora Tomorrow;GBA;2004;Action;Ubisoft;50000;20000;0;0;60000;6.8;19;6.2;6;Ubisoft
Tokobot;PSP;2005;Platform;Take-Two Interactive;60000;0;0;0;60000;7.2;30;7.3;8;Tecmo
Land of the Dead: Road to Fiddler's Green;XB;2005;Shooter;Groove Games;50000;10000;0;0;60000;3.2;9;5.8;10;Brainbox Games
Assetto Corsa;PS4;2016;Racing;505 Games;0;50000;0;10000;60000;7.3;35;6.2;70;Kunos Simulazioni
NHL 2K9;Wii;2008;Sports;Take-Two Interactive;60000;0;0;0;60000;6.5;11;5.4;19;Visual Concepts
Warhammer 40,000: Squad Command;DS;2007;Strategy;THQ;50000;10000;0;10000;60000;5.7;21;7.9;16;THQ
One Piece: Burning Blood;XOne;2016;Fighting;Namco Bandai Games;30000;20000;0;10000;60000;6.0;10;5.8;12;Spike Chunsoft
TrackMania Turbo;XOne;2016;Action;Ubisoft;20000;40000;0;0;60000;7.6;12;7.7;27;Nadeo
Zero Escape: Zero Time Dilemma;PSV;2016;Adventure;Aksys Games;30000;0;20000;10000;60000;8.3;31;8.3;116;Spike Chunsoft, Chime
Bionicle Heroes;DS;2006;Shooter;Eidos Interactive;60000;0;0;0;60000;7.2;11;6.4;15;Amaze Entertainment
Mystic Heroes;PS2;2002;Action;Tecmo Koei;30000;20000;0;10000;60000;6.7;7;8.6;14;Koei
Jurassic Park III: Park Builder;GBA;2001;Simulation;Konami Digital Entertainment;40000;20000;0;0;60000;6.5;5;8.0;5;Konami
Unchained Blades ;PSP;2011;Role-Playing;FuRyu;0;0;60000;0;60000;6.1;8;7.5;15;FuRyu
Showtime Championship Boxing;Wii;2007;Fighting;Zoo Digital Publishing;60000;0;0;0;60000;3.5;7;4.7;10;Nikitova Games
Bomberman Land;PSP;2007;Misc;Hudson Entertainment;60000;0;0;0;60000;5.5;14;7.8;4;Racjin
"Steins;Gate";PS3;2012;Adventure;PQube;10000;20000;20000;10000;60000;8.3;8;8.7;51;Nitro+
Nights of Azure;PS4;2015;Action;Tecmo Koei;30000;20000;0;10000;60000;6.7;40;7.6;71;Gust
Age of Empires Online;PC;2011;Strategy;Microsoft Game Studios;10000;40000;0;10000;60000;7.0;44;5.6;186;Gas Powered Games
Earth Defense Force 2017 Portable;PSV;2012;Action;D3Publisher;0;0;60000;0;60000;6.8;36;7.9;31;Sandlot
Atelier Iris 2: The Azoth Of Destiny;PS2;2005;Role-Playing;Tecmo Koei;30000;20000;0;10000;60000;6.8;34;7.8;14;Gust
From The Abyss;DS;2008;Role-Playing;Nobilis;60000;0;0;0;60000;5.9;9;8.0;5;Sonic Powered
The LEGO Movie Videogame;PC;2014;Action;Warner Bros. Interactive Entertainment;20000;40000;0;0;60000;6.8;7;6.8;33;TT Games
DuckTales: Remastered;WiiU;2013;Action;Capcom;60000;0;0;10000;60000;7.6;10;7.9;100;WayForward
Giants: Citizen Kabuto;PS2;2001;Shooter;Interplay;30000;20000;0;10000;60000;7.9;15;6.9;8;Digital Mayhem
MX vs. ATV Supercross;X360;2014;Racing;Nordic Games;30000;20000;0;10000;60000;4.8;10;4.8;14;Nordic Games Publishing
Grand Kingdom;PSV;2015;Role-Playing;Nippon Ichi Software;10000;10000;40000;10000;60000;7.6;11;8.8;33;Spike Chunsoft
LEGO Batman: The Videogame;PC;2008;Action;Warner Bros. Interactive Entertainment;20000;30000;0;10000;60000;8.0;15;7.8;61;Traveller's Tales
Alone in the Dark;PS2;2008;Adventure;Atari;30000;20000;0;10000;60000;4.7;10;5.4;24;Hydravision
Muppets Party Cruise;PS2;2003;Misc;TDK Mediactive;30000;20000;0;10000;60000;6.1;11;8.0;6;Mass Media
Earth Defense Force 4.1: The Shadow of New Despair;PS4;2015;Shooter;Xseed Games;30000;20000;0;10000;60000;6.4;40;7.9;51;Sandlot
Cold Fear;XB;2005;Action;Ubisoft;50000;10000;0;0;60000;7.1;41;7.6;20;Darkworks
The Technomancer;PS4;2016;Role-Playing;Focus Home Interactive;20000;40000;0;10000;60000;6.0;38;6.7;116;Spiders
Theme Park;DS;2007;Simulation;Electronic Arts;0;20000;30000;0;60000;7.2;15;7.6;14;EA Japan Studio
Call of Cthulhu: Dark Corners of the Earth;XB;2005;Adventure;Take-Two Interactive;50000;10000;0;0;60000;7.7;51;8.1;37;Headfirst Productions
Blur;PC;2010;Racing;Activision;10000;40000;0;10000;60000;8.1;24;7.4;177;Bizarre Creations
The Next BIG Thing;PC;2011;Adventure;Focus Home Interactive;0;50000;0;10000;60000;7.5;30;7.9;35;Pendulo Studios
Alien Syndrome;Wii;2007;Role-Playing;Sega;50000;0;0;0;60000;4.8;24;7.1;23;Totally Games
Vexx;GC;2003;Platform;Acclaim Entertainment;50000;10000;0;0;60000;7.1;22;7.3;6;Acclaim
Secret Files: Tunguska;Wii;2008;Adventure;Koch Media;40000;10000;0;0;60000;6.5;12;7.6;8;10tacle Studios, Fusionsphere Systems
Unreal Tournament III;PC;2007;Shooter;Midway Games;0;50000;0;10000;60000;8.3;41;8.0;523;Epic Games
Disney Sports Skateboarding;GC;2002;Sports;Konami Digital Entertainment;50000;10000;0;0;60000;3.6;7;4.7;6;KCEO
Terminator 3: The Redemption;XB;2004;Shooter;Atari;50000;10000;0;0;60000;6.6;38;8.6;5;Paradigm Entertainment
Arkanoid DS;DS;2007;Puzzle;Square Enix;60000;0;0;0;60000;6.1;29;7.0;5;Taito Corporation
Call of Duty 2;PC;2005;Shooter;Activision;0;50000;0;10000;60000;8.6;64;8.4;626;Infinity Ward
Big Bang Mini;DS;2009;Shooter;SouthPeak Games;50000;0;0;0;60000;7.8;39;8.2;26;Arkedo Studio
Serious Sam II;XB;2005;Shooter;Take-Two Interactive;50000;10000;0;0;60000;7.2;34;6.7;11;Croteam
Song of the Deep;XOne;2016;Action;Insomniac Games;50000;0;0;10000;60000;6.6;12;6.9;20;Insomniac Games
Dead Rising 2: Off the Record;PC;2011;Action;Capcom;40000;20000;0;10000;60000;6.6;10;5.3;54;Capcom Vancouver
Flipnic: Ultimate Pinball;PS2;2003;Misc;Ubisoft;30000;20000;0;10000;60000;6.4;28;8.1;12;SCEI
The Witcher;PC;2007;Role-Playing;Atari;0;50000;0;10000;60000;8.1;50;8.8;1116;CD Projekt Red Studio
Coded Arms: Contagion;PSP;2007;Shooter;Konami Digital Entertainment;50000;0;0;10000;60000;5.6;20;6.6;28;Creat Studios
S.T.A.L.K.E.R.: Call of Pripyat;PC;2009;Shooter;Namco Bandai Games;0;50000;0;10000;60000;8.0;44;8.7;602;GSC Game World
Create;PC;2010;Action;Electronic Arts;40000;10000;0;10000;60000;5.4;7;6.8;9;EA Bright Light
Commandos: Strike Force;PS2;2006;Shooter;Eidos Interactive;30000;20000;0;10000;60000;5.8;26;8.5;11;Pyro Studios
Mobile Suit Gundam: Gundam vs. Zeta Gundam;PS2;2004;Shooter;Namco Bandai Games;30000;20000;0;10000;60000;5.7;16;8.6;11;Capcom
Guilty Gear X: Advance Edition;GBA;2002;Fighting;Sammy Corporation;40000;20000;0;0;60000;6.7;14;5.9;10;Arc System Works
Warriors of the Lost Empire;PSP;2007;Role-Playing;Mercury Games;50000;0;0;0;60000;5.2;6;7.4;12;Platinum Egg
Devil's Third;WiiU;2015;Action;Nintendo;40000;20000;0;10000;60000;4.3;54;6.5;283;Valhalla Game Studios
Star Trek: Tactical Assault;DS;2006;Strategy;Ubisoft;50000;10000;0;0;60000;6.3;15;7.0;10;Quicksilver Software
Oddworld: Munch's Oddysee;GBA;2003;Platform;THQ;40000;20000;0;0;60000;4.4;15;2.5;4;Art
Broken Sword: The Shadow of the Templars;GBA;2002;Adventure;BAM! Entertainment;40000;20000;0;0;60000;8.0;17;7.8;10;Revolution Software
Resident Evil - Code: Veronica X;GC;2003;Action;Capcom;50000;10000;0;0;60000;6.2;16;8.5;32;Nex Entertainment
Trapt;PS2;2005;Action;Tecmo Koei;30000;20000;0;10000;60000;6.0;36;7.9;14;Paon Corporation
Lord of Magna: Maiden Heaven;3DS;2014;Role-Playing;Marvelous Entertainment;0;0;60000;0;60000;6.8;16;7.8;36;Marvelous Inc.
Worms 3D;XB;2003;Strategy;Sega;40000;10000;0;0;60000;6.9;20;8.4;10;Team 17
PoPoLoCrois;PSP;2005;Role-Playing;Ignition Entertainment;50000;0;0;0;60000;6.6;41;7.4;17;G-Artists
Dragon Rage;PS2;2001;Shooter;3DO;30000;20000;0;10000;60000;5.0;9;6.4;9;3DO
Theresia...;DS;2008;Adventure;Arc System Works;50000;0;0;0;60000;6.1;6;8.0;8;WorkJam
Sacred 2: Fallen Angel;PC;2008;Role-Playing;Ascaron Entertainment GmbH;0;50000;0;10000;60000;7.1;41;6.9;203;Ascaron Entertainment GmbH, Ascaron Entertainment
Adventure Time: The Secret of the Nameless Kingdom;X360;2014;Action;Little Orbit;0;50000;0;0;60000;5.8;5;7.5;4;WayForward
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;DS;2005;Action;Konami Digital Entertainment;50000;0;0;0;60000;5.8;10;7.0;5;Konami
Jumper: Griffin's Story;X360;2008;Action;Eidos Interactive;50000;0;0;0;60000;2.9;16;3.3;30;Red Tribe
Tron 2.0: Killer App;XB;2004;Action;Disney Interactive Studios;40000;10000;0;0;60000;6.9;36;4.3;4;Climax Group
The Fast and the Furious;PS2;2006;Racing;Namco Bandai Games;30000;20000;0;10000;60000;5.9;22;6.6;24;Eutechnyx
Vampire Rain: Altered Species;PS3;2008;Action;Ignition Entertainment;50000;0;0;0;60000;3.0;15;3.5;36;Artoon
The History Channel: Battle for the Pacific;X360;2007;Shooter;Activision;50000;0;0;0;60000;3.5;11;6.1;21;Cauldron Ltd.
Racing Gears Advance;GBA;2004;Racing;Zoo Digital Publishing;40000;20000;0;0;60000;8.3;17;8.9;9;Orbital Media, Inc.
Inversion;X360;2012;Shooter;Namco Bandai Games;30000;20000;0;10000;60000;5.3;51;6.5;72;Saber Interactive
Need for Speed: Shift;PC;2009;Racing;Electronic Arts;0;50000;0;10000;60000;8.3;22;5.8;387;Slightly Mad Studios
Mercury Meltdown;PSP;2006;Action;Atari;50000;0;0;10000;60000;7.8;36;7.8;8;Ignition Entertainment
Exist Archive: The Other Side of the Sky;PSV;2015;Role-Playing;Aksys Games;10000;0;50000;0;60000;7.1;8;8.3;12;Tri-Ace
Zoo Tycoon 2;PC;2004;Strategy;Microsoft Game Studios;0;50000;0;10000;60000;7.2;34;8.1;43;Blue Fang Games
Brave: A Warrior's Tale;X360;2009;Action;SouthPeak Games;50000;10000;0;0;60000;4.2;17;5.0;4;Collision Studios
Fatal Frame;XB;2002;Action;Tecmo Koei;40000;10000;0;0;60000;7.7;17;8.6;16;Tecmo
Urban Chaos: Riot Response;PS2;2006;Shooter;Eidos Interactive;30000;20000;0;10000;60000;7.3;35;7.8;24;Rocksteady Studios
Tom Clancy's Ghost Recon: Advanced Warfighter;PS2;2006;Shooter;Ubisoft;30000;20000;0;10000;60000;4.4;8;4.6;41;Ubisoft Shanghai
Ivy the Kiwi?;Wii;2010;Puzzle;Rising Star Games;40000;20000;0;0;60000;7.4;30;7.2;12;Prope
Resident Evil 2;GC;2003;Action;Capcom;40000;10000;0;0;60000;5.9;15;8.5;31;Capcom
Catwoman;XB;2004;Action;Electronic Arts;40000;10000;0;0;60000;4.5;33;4.6;5;EA Games
Top Gun: Hard Lock;X360;2012;Action;505 Games;30000;20000;0;0;60000;5.4;8;3.5;16;505 Games
Warriors Orochi 2;X360;2008;Action;Tecmo Koei;40000;0;10000;0;60000;4.4;28;8.1;15;Omega Force
Mana Khemia: Alchemists of Al-Revis;PS2;2007;Role-Playing;Nippon Ichi Software;30000;20000;0;10000;60000;6.9;20;7.5;41;Gust
Street Fighter V;PC;2016;Fighting;Capcom;0;50000;0;0;60000;7.4;33;2.9;431;Capcom
Zone of the Enders: The Fist of Mars;GBA;2001;Role-Playing;Konami Digital Entertainment;40000;20000;0;0;60000;7.1;12;9.0;9;WinkySoft
MX vs. ATV Supercross Encore;PS4;2015;Sports;Nordic Games;0;50000;0;10000;60000;4.2;8;4.1;9;Rainbow Studios
Gun Showdown;PSP;2006;Action;Activision;50000;0;0;10000;60000;7.3;41;7.6;9;Rebellion, Neversoft Entertainment
Tiger Woods PGA Tour 08;DS;2007;Sports;Electronic Arts;50000;0;0;0;60000;8.1;10;7.6;8;Exient Entertainment
Constantine;XB;2005;Action;SCi;40000;10000;0;0;60000;6.0;31;7.1;17;Bits Studios
Tom Clancy's Splinter Cell: Double Agent;GC;2006;Action;Ubisoft;40000;10000;0;0;60000;6.4;8;7.1;7;Ubisoft Montreal
Samurai Shodown Anthology;Wii;2008;Fighting;Ignition Entertainment;50000;0;0;0;60000;7.4;6;8.2;5;SNK Playmore
S.T.A.L.K.E.R.: Shadow of Chernobyl;PC;2007;Shooter;THQ;10000;40000;0;10000;60000;8.2;44;8.4;1088;GSC Game World
Nanostray;DS;2005;Shooter;Majesco Entertainment;50000;0;0;0;60000;7.1;43;7.7;19;Shin'en
Samurai Jack: The Shadow of Aku;PS2;2004;Action;Sega;30000;20000;0;10000;60000;5.9;21;8.4;10;Adrenium
Tropico 5;X360;2014;Simulation;Kalypso Media;30000;20000;0;0;60000;7.1;4;7.2;9;Haemimont
Rugby World Cup 2015;PS4;2015;Sports;Ubisoft;0;50000;0;10000;60000;2.5;6;1.9;39;HB Studios Multimedia
Lost Kingdoms II;GC;2003;Role-Playing;Activision;40000;10000;0;0;60000;6.8;25;9.1;14;From Software
Aggressive Inline;GC;2002;Sports;Acclaim Entertainment;40000;10000;0;0;60000;8.8;16;7.8;5;Z-Axis, Ltd.
Viewtiful Joe: Red Hot Rumble;GC;2005;Action;Capcom;40000;10000;0;0;60000;6.2;27;6.9;8;Clover Studio
Blade Dancer: Lineage of Light;PSP;2006;Role-Playing;Atari;50000;0;0;0;60000;6.0;33;6.9;16;Hit Maker
X-Men: Destiny;DS;2011;Action;Activision;50000;10000;0;0;60000;3.3;6;5.6;7;Silicon Knights
The Sims 2: University;PC;2005;Simulation;Electronic Arts;10000;40000;0;10000;60000;8.1;31;7.8;49;Maxis
Generation of Chaos;PSP;2005;Role-Playing;Midas Interactive Entertainment;50000;0;0;0;60000;6.0;29;7.7;18;Idea Factory
Pump It Up: Exceed;PS2;2005;Misc;Mastiff;30000;20000;0;10000;60000;7.3;28;8.4;11;Andamiro U.S.A. Corp.
Tokyo Twilight Ghost Hunters;PS3;2014;Role-Playing;Aksys Games;30000;0;20000;10000;60000;6.4;11;6.4;17;TOYBOX
MotorStorm RC;PSV;2012;Racing;Sony Computer Entertainment;0;40000;0;10000;60000;7.8;39;6.8;123;Evolution Studios
